Id,SalePrice
1461,135588.98
1462,161564.72
1463,192487.97
1464,200302.53
1465,181248.5
1466,175723.47
1467,175048.5
1468,169946.12
1469,167885.62
1470,126984.586
1471,214641.16
1472,125269.19
1473,109352.94
1474,153350.38
1475,136856.81
1476,352051.3
1477,253453.69
1478,245513.58
1479,269915.44
1480,583547.9
1481,301401.5
1482,214359.6
1483,172096.75
1484,159465.62
1485,181974.89
1486,199486.73
1487,326552.12
1488,224138.66
1489,200046.9
1490,231061.72
1491,184199.66
1492,105517.27
1493,221115.95
1494,268511.44
1495,287547.5
1496,228945.69
1497,182769.16
1498,183726.1
1499,179567.02
1500,165486.4
1501,194507.0
1502,162414.5
1503,307104.06
1504,256479.4
1505,219823.38
1506,208737.25
1507,261756.38
1508,187625.4
1509,178310.81
1510,151122.31
1511,160268.12
1512,174823.64
1513,145117.84
1514,161572.9
1515,202264.88
1516,146749.38
1517,159488.44
1518,132886.97
1519,238460.45
1520,134625.38
1521,149228.3
1522,181495.4
1523,117745.91
1524,116693.234
1525,119672.734
1526,78720.516
1527,108228.625
1528,132837.27
1529,135883.64
1530,198435.78
1531,164784.97
1532,129321.336
1533,162595.06
1534,131524.5
1535,137631.98
1536,111956.29
1537,43224.797
1538,153038.73
1539,224994.31
1540,87315.81
1541,161445.1
1542,129076.32
1543,208839.78
1544,90967.65
1545,112257.43
1546,120149.53
1547,134620.06
1548,153736.9
1549,115260.984
1550,131745.52
1551,108357.234
1552,182383.05
1553,149906.23
1554,134666.14
1555,179210.64
1556,111198.69
1557,109821.18
1558,138456.06
1559,57143.414
1560,147655.0
1561,114640.15
1562,126623.81
1563,103073.7
1564,155924.9
1565,176692.34
1566,279370.94
1567,88344.36
1568,222796.95
1569,151133.56
1570,155391.47
1571,116238.94
1572,152290.69
1573,249260.31
1574,152003.1
1575,204879.28
1576,257089.36
1577,194934.72
1578,149412.84
1579,147244.1
1580,205160.88
1581,157087.4
1582,127003.45
1583,291231.5
1584,224528.61
1585,144925.34
1586,71988.266
1587,113514.0
1588,166344.53
1589,108382.78
1590,137206.72
1591,94165.25
1592,111068.74
1593,139160.06
1594,141622.05
1595,113756.86
1596,223779.81
1597,194686.62
1598,192586.19
1599,176866.12
1600,138081.66
1601,65010.754
1602,160245.1
1603,95493.95
1604,264231.8
1605,247479.81
1606,190378.8
1607,193478.78
1608,224808.5
1609,178142.77
1610,170766.52
1611,147272.88
1612,171562.23
1613,163051.89
1614,126328.89
1615,95797.34
1616,87661.2
1617,87676.87
1618,139760.69
1619,145271.03
1620,209934.38
1621,161285.72
1622,171375.19
1623,276323.28
1624,233686.7
1625,107783.8
1626,178719.45
1627,199131.56
1628,278170.78
1629,188841.6
1630,354282.8
1631,171236.89
1632,212059.92
1633,176023.97
1634,199224.6
1635,176965.8
1636,156393.22
1637,204407.92
1638,177387.6
1639,178935.19
1640,244796.08
1641,168533.0
1642,263608.0
1643,226884.86
1644,242703.67
1645,217206.39
1646,151974.34
1647,154593.03
1648,150755.0
1649,134918.48
1650,107000.09
1651,108561.484
1652,106320.68
1653,111818.71
1654,133478.06
1655,155300.69
1656,148723.84
1657,135077.17
1658,161273.98
1659,122782.3
1660,143583.25
1661,359260.62
1662,387507.3
1663,359059.8
1664,617373.9
1665,280741.7
1666,302644.3
1667,394949.72
1668,357676.06
1669,291522.8
1670,312518.3
1671,244809.12
1672,421658.53
1673,301660.34
1674,254841.1
1675,185261.64
1676,199972.52
1677,222043.34
1678,635753.6
1679,401855.12
1680,354853.4
1681,210798.31
1682,284584.7
1683,190090.83
1684,191287.23
1685,166686.4
1686,164485.6
1687,166691.62
1688,207297.66
1689,187530.88
1690,198841.4
1691,186809.48
1692,263569.84
1693,188395.28
1694,194288.6
1695,172321.98
1696,271067.9
1697,162078.8
1698,348583.2
1699,339695.8
1700,286079.03
1701,288932.94
1702,233498.38
1703,224280.38
1704,279789.0
1705,220758.97
1706,323249.38
1707,259139.75
1708,211413.6
1709,293864.7
1710,243567.61
1711,279969.25
1712,247581.16
1713,270787.8
1714,258688.66
1715,225376.28
1716,163219.36
1717,157153.27
1718,121608.64
1719,225632.28
1720,222788.34
1721,143713.97
1722,119557.44
1723,151436.4
1724,184449.67
1725,253913.83
1726,228168.95
1727,150050.19
1728,150268.88
1729,172169.92
1730,153151.22
1731,91775.16
1732,130655.97
1733,117064.13
1734,140263.6
1735,106381.22
1736,116903.5
1737,273493.7
1738,257370.14
1739,276163.38
1740,236700.16
1741,217945.88
1742,175756.83
1743,180021.53
1744,408606.75
1745,225034.56
1746,168129.4
1747,200072.38
1748,238642.89
1749,175366.48
1750,106814.64
1751,249346.16
1752,126246.89
1753,159627.4
1754,210989.31
1755,179257.81
1756,131661.45
1757,103593.31
1758,146261.31
1759,156327.47
1760,173735.53
1761,139531.53
1762,201832.94
1763,162960.92
1764,127831.984
1765,175794.12
1766,196379.3
1767,219778.9
1768,143714.72
1769,181877.6
1770,161103.7
1771,123980.68
1772,127601.7
1773,119631.78
1774,128765.62
1775,145001.33
1776,133011.53
1777,101307.12
1778,144904.28
1779,127788.95
1780,159228.48
1781,141451.6
1782,84831.09
1783,158456.72
1784,135728.08
1785,105797.89
1786,125541.02
1787,171643.12
1788,45536.19
1789,87987.57
1790,90354.27
1791,167070.95
1792,167573.4
1793,132086.6
1794,147528.64
1795,123839.42
1796,128482.516
1797,136110.14
1798,131151.55
1799,116962.4
1800,124065.016
1801,111061.055
1802,105316.39
1803,151681.84
1804,131657.33
1805,136929.58
1806,121441.53
1807,131478.88
1808,117404.445
1809,116565.78
1810,149551.25
1811,75625.61
1812,93883.98
1813,157884.66
1814,96278.22
1815,43929.55
1816,84309.086
1817,114269.74
1818,183062.83
1819,118615.04
1820,34522.05
1821,109688.69
1822,159813.44
1823,29812.094
1824,103115.03
1825,143580.72
1826,110416.0
1827,107408.91
1828,118497.445
1829,123234.2
1830,142184.89
1831,129197.33
1832,59618.496
1833,127102.13
1834,126862.09
1835,91713.125
1836,145417.44
1837,121723.99
1838,112794.55
1839,88137.72
1840,180527.16
1841,120845.23
1842,98324.89
1843,130387.01
1844,142109.69
1845,145503.38
1846,141807.56
1847,166357.8
1848,55991.883
1849,85543.2
1850,124852.08
1851,163701.22
1852,125880.41
1853,178407.62
1854,161502.12
1855,154185.97
1856,247469.62
1857,148819.86
1858,153124.28
1859,109085.43
1860,153823.06
1861,102584.625
1862,316113.94
1863,242669.25
1864,242686.14
1865,438562.25
1866,359295.3
1867,222820.14
1868,274145.25
1869,196551.62
1870,215858.53
1871,252400.69
1872,166515.8
1873,297548.2
1874,119428.555
1875,192019.28
1876,197452.78
1877,227925.0
1878,191786.83
1879,120573.64
1880,130383.12
1881,248728.58
1882,250192.48
1883,185258.17
1884,205094.4
1885,204514.25
1886,281523.47
1887,215610.03
1888,280268.3
1889,166960.97
1890,140079.16
1891,109216.59
1892,88841.99
1893,132076.77
1894,129283.59
1895,142268.66
1896,137534.97
1897,98582.22
1898,114959.13
1899,137169.33
1900,132811.56
