Id,SalePrice
1461,131636.1
1462,174887.17
1463,189932.39
1464,197577.89
1465,173840.08
1466,175191.22
1467,181041.5
1468,170060.39
1469,189818.9
1470,129533.64
1471,198473.27
1472,117304.664
1473,103557.27
1474,149278.25
1475,117634.36
1476,348798.06
1477,253296.83
1478,253590.4
1479,276060.2
1480,549316.4
1481,288136.7
1482,211398.92
1483,165737.83
1484,158069.95
1485,180290.58
1486,198163.61
1487,318601.8
1488,215729.0
1489,208869.8
1490,238641.4
1491,173771.42
1492,112713.4
1493,196112.98
1494,264800.75
1495,269411.2
1496,236192.45
1497,184488.3
1498,176426.66
1499,176417.45
1500,173029.2
1501,193005.56
1502,168174.27
1503,308546.3
1504,251796.02
1505,211686.95
1506,196841.33
1507,254946.52
1508,202203.08
1509,163948.5
1510,132735.94
1511,158340.28
1512,157130.31
1513,138066.33
1514,161274.02
1515,191751.67
1516,154850.77
1517,165839.55
1518,121538.26
1519,223230.95
1520,119281.805
1521,132025.16
1522,168292.36
1523,114013.43
1524,113288.414
1525,121194.62
1526,103519.77
1527,106312.42
1528,130476.67
1529,148188.11
1530,165123.78
1531,144524.45
1532,104669.02
1533,146075.52
1534,138792.73
1535,133991.02
1536,102103.71
1537,60201.71
1538,147936.19
1539,213003.14
1540,89599.65
1541,162819.36
1542,142930.95
1543,196036.31
1544,87092.086
1545,120466.07
1546,131693.16
1547,133968.38
1548,132068.86
1549,116248.664
1550,128743.086
1551,118390.17
1552,173294.14
1553,155461.14
1554,128616.63
1555,169146.67
1556,128112.28
1557,108363.11
1558,125427.4
1559,57938.184
1560,143084.83
1561,95563.43
1562,124241.055
1563,113543.18
1564,152973.55
1565,160802.36
1566,260610.22
1567,80161.44
1568,237067.62
1569,152199.69
1570,141600.89
1571,119806.336
1572,155937.92
1573,262110.14
1574,147076.86
1575,209121.67
1576,250528.27
1577,187778.3
1578,162431.73
1579,148177.42
1580,198355.23
1581,170236.55
1582,123757.914
1583,283290.12
1584,213796.12
1585,139348.5
1586,105043.89
1587,98157.625
1588,150357.64
1589,98827.15
1590,134100.75
1591,100130.3
1592,114193.9
1593,130945.27
1594,125025.02
1595,102826.555
1596,220116.55
1597,170368.39
1598,201208.8
1599,172022.11
1600,170659.81
1601,37648.83
1602,144572.98
1603,78662.86
1604,251842.05
1605,251965.5
1606,174568.5
1607,164868.33
1608,217431.61
1609,167848.02
1610,161503.17
1611,144874.98
1612,154214.52
1613,172375.3
1614,134026.62
1615,95085.305
1616,83666.63
1617,92808.32
1618,133370.48
1619,145698.81
1620,188647.8
1621,159979.61
1622,165345.42
1623,287952.44
1624,222970.3
1625,123793.8
1626,159266.1
1627,193018.95
1628,279750.28
1629,187761.14
1630,337141.56
1631,190716.02
1632,212800.58
1633,175926.73
1634,187921.38
1635,191622.48
1636,164264.84
1637,209600.05
1638,193505.23
1639,151940.56
1640,232246.55
1641,169738.45
1642,246471.62
1643,223853.58
1644,248650.39
1645,219147.33
1646,155913.66
1647,162480.1
1648,126669.836
1649,141947.89
1650,111012.914
1651,120035.13
1652,101840.125
1653,109778.25
1654,142359.39
1655,144653.02
1656,142532.64
1657,142891.3
1658,148949.92
1659,119718.336
1660,140572.11
1661,367907.5
1662,390694.3
1663,339115.84
1664,531518.0
1665,290078.72
1666,278261.06
1667,366613.62
1668,331263.38
1669,278984.06
1670,329981.66
1671,242250.98
1672,426976.62
1673,282619.06
1674,236492.48
1675,177978.25
1676,206608.27
1677,205083.47
1678,614772.2
1679,398917.22
1680,333973.38
1681,226316.81
1682,274221.97
1683,179560.16
1684,176885.78
1685,163807.36
1686,163760.11
1687,171281.36
1688,196560.23
1689,187308.61
1690,196064.28
1691,183499.03
1692,272110.9
1693,176173.58
1694,194270.05
1695,168361.14
1696,274234.44
1697,168208.05
1698,335407.16
1699,301860.7
1700,265028.16
1701,269157.7
1702,229734.36
1703,226010.9
1704,265201.8
1705,219914.44
1706,244179.36
1707,260266.7
1708,207614.27
1709,278648.9
1710,221989.84
1711,291257.56
1712,259573.56
1713,264547.03
1714,242647.16
1715,220263.2
1716,168108.95
1717,166627.4
1718,141015.73
1719,215212.36
1720,202463.73
1721,151570.58
1722,124940.71
1723,155208.14
1724,188085.77
1725,246609.39
1726,219098.95
1727,156753.27
1728,159230.38
1729,172959.88
1730,148561.95
1731,99945.234
1732,129302.54
1733,121661.51
1734,141199.88
1735,129048.58
1736,114361.07
1737,282356.38
1738,253764.62
1739,267333.06
1740,248470.03
1741,196026.72
1742,177813.69
1743,173549.89
1744,382450.44
1745,193477.8
1746,188421.08
1747,204441.52
1748,225211.5
1749,156430.92
1750,124086.96
1751,246514.08
1752,111424.234
1753,148776.95
1754,199023.72
1755,164745.73
1756,129053.586
1757,114940.81
1758,152234.6
1759,156355.55
1760,185269.39
1761,137039.9
1762,191988.55
1763,164500.64
1764,122099.06
1765,188657.92
1766,173032.95
1767,207166.14
1768,145323.55
1769,177389.73
1770,164544.81
1771,129863.17
1772,132787.72
1773,123526.15
1774,137243.47
1775,143875.75
1776,129950.586
1777,107670.42
1778,145434.05
1779,130948.86
1780,172234.98
1781,135704.67
1782,96964.484
1783,146876.62
1784,119023.09
1785,111926.38
1786,137588.78
1787,167571.92
1788,58083.93
1789,86192.914
1790,92153.88
1791,187799.14
1792,159695.28
1793,128688.805
1794,156857.17
1795,136716.2
1796,139716.7
1797,113943.086
1798,122213.88
1799,116087.26
1800,130087.41
1801,123831.39
1802,116077.85
1803,155055.3
1804,134845.89
1805,128175.95
1806,125953.8
1807,118506.1
1808,118355.38
1809,117785.46
1810,157091.06
1811,85620.53
1812,89353.68
1813,143095.06
1814,95646.73
1815,61615.062
1816,109437.43
1817,109407.734
1818,170713.7
1819,132776.27
1820,23862.412
1821,117327.95
1822,164772.48
1823,54444.117
1824,113005.164
1825,128317.29
1826,107474.164
1827,100259.09
1828,128633.92
1829,133274.8
1830,147976.45
1831,132705.2
1832,83788.305
1833,133152.16
1834,125740.92
1835,115381.62
1836,142659.11
1837,115552.25
1838,117820.46
1839,107895.055
1840,153431.62
1841,132414.3
1842,101240.77
1843,117855.055
1844,144006.75
1845,148000.62
1846,147679.05
1847,158492.98
1848,72656.38
1849,111078.49
1850,117072.77
1851,165164.1
1852,141592.92
1853,157517.83
1854,168856.8
1855,169509.45
1856,232602.66
1857,146804.2
1858,149761.7
1859,122684.35
1860,154777.3
1861,114248.97
1862,321291.38
1863,264266.9
1864,264278.38
1865,400394.8
1866,351089.0
1867,217244.33
1868,275738.06
1869,192200.19
1870,224645.22
1871,235206.38
1872,163059.39
1873,291986.2
1874,124532.55
1875,204719.48
1876,188142.94
1877,221702.58
1878,185026.58
1879,132623.12
1880,148189.47
1881,239275.17
1882,239510.69
1883,181137.3
1884,192315.33
1885,196057.61
1886,259562.23
1887,218758.1
1888,267679.25
1889,165709.06
1890,120047.57
1891,125171.305
1892,91971.23
1893,141539.16
1894,117296.23
1895,145722.02
1896,133440.0
1897,122551.266
1898,115160.14
1899,152902.86
1900,149344.33
1901,166323.83
1902,137726.02
1903,215126.14
1904,122237.77
1905,200240.52
1906,99983.68
1907,146441.08
1908,105736.15
1909,137848.33
1910,123121.7
1911,183859.11
1912,266590.06
1913,139441.55
1914,45477.867
1915,441311.8
1916,98202.79
1917,233472.39
1918,142898.06
1919,162850.48
1920,142182.83
1921,386707.8
1922,346519.56
1923,222588.55
1924,248188.05
1925,191287.64
1926,376882.88
1927,136959.02
1928,170157.81
1929,109516.76
1930,140614.05
1931,139677.94
1932,140694.11
1933,223332.11
1934,174939.06
1935,162378.97
1936,195337.92
1937,202796.92
1938,168523.2
1939,215424.97
1940,180779.2
1941,194558.11
1942,172481.19
1943,226139.95
1944,362846.3
1945,385315.78
1946,142892.89
1947,186057.39
1948,186273.7
1949,261136.67
1950,201267.69
1951,260597.78
1952,200338.61
1953,171530.48
1954,192526.08
1955,124015.9
1956,313107.0
1957,162011.27
1958,297372.3
1959,154590.8
1960,121823.7
1961,121194.836
1962,98337.79
1963,106945.06
1964,112240.63
1965,145890.6
1966,140945.36
1967,283706.0
1968,436085.25
1969,359480.97
1970,424103.94
1971,426368.47
1972,379883.47
1973,241749.55
1974,323285.2
1975,556491.8
1976,259563.23
1977,379155.3
1978,335275.75
1979,342064.8
1980,165542.73
1981,347044.3
1982,211844.5
1983,184055.89
1984,161231.42
1985,258087.64
1986,207297.7
1987,165443.19
1988,172074.69
1989,192386.06
1990,216295.2
1991,222852.25
1992,229206.39
1993,160291.97
1994,224841.84
1995,186148.94
1996,237067.5
1997,292348.75
1998,316275.2
1999,277253.44
2000,301650.5
2001,236146.47
2002,235848.36
2003,249618.95
2004,262003.92
2005,191046.95
2006,207869.69
2007,227376.98
2008,202631.31
2009,220791.58
2010,172083.73
2011,126342.24
2012,170242.83
2013,191816.08
2014,196583.02
2015,218901.53
2016,197954.08
2017,202681.88
2018,125636.695
2019,133572.86
2020,93252.195
2021,121901.99
2022,188653.08
2023,151570.3
2024,249732.1
2025,320586.3
2026,187796.77
2027,158895.39
2028,143676.73
2029,184630.89
2030,278683.62
2031,222217.05
2032,246899.72
2033,267480.34
2034,182934.22
2035,223061.81
2036,203988.55
2037,215902.0
2038,290833.7
2039,212400.3
2040,294510.28
2041,357271.84
2042,203801.02
2043,183823.89
2044,173024.36
2045,202189.7
2046,141387.03
2047,151215.84
2048,136414.94
2049,133484.05
2050,191204.81
2051,104710.016
2052,117812.49
2053,141397.55
2054,106040.44
2055,133181.95
2056,123064.664
2057,106581.11
2058,179770.64
2059,129447.4
2060,194360.33
2061,175165.66
