Id,SalePrice
1461,129928.695
1462,174747.23
1463,187321.52
1464,195925.36
1465,167146.95
1466,179732.14
1467,178958.58
1468,168174.2
1469,182961.28
1470,127547.984
1471,210782.36
1472,118192.08
1473,105447.03
1474,154204.86
1475,117752.97
1476,373793.3
1477,249461.81
1478,279073.06
1479,297554.25
1480,589629.3
1481,307529.75
1482,212884.23
1483,167179.52
1484,160985.73
1485,174873.39
1486,197128.95
1487,335918.75
1488,224504.3
1489,200434.34
1490,248591.78
1491,178930.75
1492,106184.75
1493,195724.27
1494,261601.2
1495,280282.44
1496,252813.02
1497,186164.86
1498,165345.58
1499,169621.11
1500,170540.02
1501,190149.12
1502,171073.23
1503,319758.8
1504,246631.92
1505,222883.98
1506,206573.02
1507,275967.22
1508,201423.25
1509,167806.33
1510,155052.92
1511,186031.44
1512,175116.47
1513,144846.98
1514,166768.25
1515,190286.64
1516,158010.5
1517,171053.14
1518,125881.04
1519,229988.31
1520,133351.67
1521,144853.0
1522,191400.36
1523,114867.69
1524,115821.586
1525,125408.14
1526,97414.15
1527,102261.7
1528,137055.19
1529,145048.39
1530,176479.23
1531,131613.92
1532,107192.086
1533,142322.36
1534,126847.55
1535,136574.39
1536,115018.61
1537,42417.81
1538,157250.2
1539,198679.5
1540,79327.5
1541,148225.7
1542,137473.5
1543,218698.98
1544,81830.305
1545,108353.25
1546,128940.555
1547,132712.95
1548,140299.77
1549,123696.02
1550,133903.3
1551,111834.0
1552,164190.05
1553,151669.66
1554,122903.28
1555,170635.69
1556,104655.484
1557,112038.53
1558,109617.64
1559,63322.617
1560,148026.34
1561,117240.13
1562,125123.984
1563,119756.22
1564,157366.67
1565,173612.23
1566,262550.6
1567,73214.164
1568,217106.69
1569,149260.2
1570,146078.05
1571,111281.484
1572,156400.55
1573,249370.98
1574,138367.3
1575,230813.75
1576,257940.72
1577,194397.48
1578,156404.28
1579,152443.83
1580,187973.0
1581,166154.52
1582,128519.375
1583,288637.03
1584,220736.86
1585,138350.45
1586,95736.66
1587,106506.11
1588,153025.77
1589,114128.16
1590,144268.8
1591,95218.35
1592,109899.25
1593,140960.14
1594,141948.08
1595,110353.05
1596,226068.73
1597,185199.9
1598,195661.86
1599,175154.69
1600,173349.55
1601,56775.668
1602,132977.8
1603,89774.41
1604,263480.34
1605,259044.9
1606,171289.47
1607,161733.98
1608,217312.02
1609,178380.53
1610,164529.86
1611,137572.58
1612,168105.38
1613,168625.61
1614,130733.48
1615,100709.74
1616,82087.59
1617,93728.0
1618,131649.48
1619,160958.52
1620,210100.64
1621,154916.89
1622,161376.45
1623,271320.25
1624,233287.33
1625,116971.89
1626,178352.72
1627,196659.02
1628,305475.94
1629,190651.52
1630,346713.88
1631,189855.16
1632,220565.64
1633,182701.53
1634,200909.67
1635,184172.28
1636,164908.31
1637,212111.14
1638,188730.33
1639,177859.83
1640,236561.67
1641,182780.08
1642,261830.33
1643,228276.64
1644,251246.17
1645,222885.7
1646,156562.02
1647,171329.11
1648,144530.53
1649,142022.73
1650,112773.46
1651,121070.39
1652,99948.39
1653,110316.57
1654,131294.58
1655,141419.7
1656,146244.52
1657,146002.98
1658,152187.42
1659,113151.84
1660,154908.28
1661,368041.2
1662,387044.1
1663,350266.62
1664,566469.56
1665,293688.06
1666,298494.66
1667,345658.72
1668,346053.03
1669,285255.06
1670,337503.5
1671,243549.28
1672,430401.3
1673,294824.75
1674,242629.27
1675,182298.61
1676,212577.66
1677,217331.23
1678,653932.44
1679,409587.2
1680,355997.97
1681,235838.23
1682,296294.03
1683,185090.73
1684,188255.22
1685,172373.45
1686,164263.22
1687,177144.77
1688,195388.11
1689,194475.05
1690,195613.42
1691,184275.78
1692,258907.17
1693,185197.17
1694,189594.52
1695,176990.2
1696,275777.28
1697,164482.88
1698,351816.34
1699,304844.12
1700,285257.84
1701,281140.44
1702,228920.73
1703,249624.12
1704,274936.47
1705,225043.27
1706,290714.2
1707,282948.28
1708,204987.31
1709,279031.06
1710,229985.6
1711,291923.38
1712,242122.02
1713,279259.4
1714,247120.17
1715,220127.64
1716,175321.92
1717,163382.64
1718,137368.23
1719,232656.48
1720,241750.2
1721,157325.45
1722,119546.78
1723,153304.89
1724,188422.67
1725,258881.66
1726,210290.48
1727,162650.17
1728,164902.2
1729,173254.9
1730,148690.97
1731,106985.16
1732,131734.44
1733,123052.96
1734,141811.25
1735,121389.78
1736,117836.31
1737,334909.25
1738,244266.48
1739,277489.44
1740,240529.27
1741,202836.23
1742,178704.55
1743,177058.08
1744,380636.34
1745,208659.42
1746,188802.67
1747,209998.58
1748,238911.23
1749,163258.55
1750,121935.27
1751,245594.14
1752,118021.625
1753,153130.28
1754,210126.53
1755,166916.64
1756,136554.69
1757,113238.44
1758,152288.48
1759,171969.7
1760,187670.23
1761,149643.8
1762,202778.56
1763,166369.2
1764,131179.14
1765,189527.92
1766,188487.73
1767,222348.23
1768,149333.73
1769,166342.17
1770,171813.8
1771,127101.05
1772,132025.77
1773,122169.766
1774,133191.3
1775,144436.12
1776,137689.3
1777,110177.74
1778,153662.3
1779,137676.19
1780,176457.36
1781,132537.25
1782,92957.05
1783,150209.8
1784,109570.39
1785,117438.11
1786,130462.766
1787,161133.52
1788,61576.562
1789,92376.28
1790,89752.016
1791,206011.36
1792,169502.55
1793,142602.78
1794,168144.58
1795,144539.47
1796,151014.81
1797,118718.67
1798,131790.14
1799,117770.23
1800,129341.2
1801,128300.875
1802,120061.63
1803,149566.17
1804,141441.05
1805,149937.84
1806,129144.61
1807,114909.58
1808,115776.91
1809,119990.64
1810,148443.92
1811,79394.555
1812,95182.25
1813,147833.95
1814,81653.625
1815,43535.44
1816,102559.95
1817,95696.84
1818,165020.52
1819,130565.97
1820,44589.094
1821,106646.33
1822,156903.1
1823,38647.438
1824,119674.45
1825,139794.67
1826,112037.5
1827,98344.06
1828,120970.086
1829,120541.5
1830,138044.86
1831,131089.53
1832,81247.69
1833,137342.02
1834,129646.19
1835,106848.78
